순번,"매입형
/건축형",지역본부,관리부서,명,주소,호수,"전용
면적(㎡)","주거공용
면적(㎡)",면적계(㎡),공급형,성별전용, 임대보증금(원) , 월임대료(원) ,주택열람일정,관리비
986,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 제비네10길 37-1(도마동) ,302,18.17,6.95,25.12,단독(1인),남여공용,"2,000,000","101,560","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호 개방",
987,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 제비네10길 37-1(도마동) ,303,30.04,11.48,41.52,단독(1인),남여공용,"2,000,000","171,610","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호 개방",
988,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,101,18.13,5.31,23.44,단독(1인),남여공용,"2,000,000","105,600","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
989,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,102,19.01,5.57,24.58,단독(1인),남여공용,"2,000,000","111,450","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
990,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,103,33.64,9.87,43.51,단독(1인),남여공용,"2,000,000","207,990","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
991,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,201,18.13,5.31,23.44,단독(1인),남여공용,"2,000,000","111,690","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
992,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,202,19.01,5.57,24.58,단독(1인),남여공용,"2,000,000","117,900","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
993,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,203,28.36,8.31,36.67,단독(1인),남여공용,"2,000,000","182,560","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
994,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,204,35.51,10.4,45.91,단독(1인),남여공용,"2,000,000","224,720","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
995,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,301,18.13,5.31,23.44,단독(1인),남여공용,"2,000,000","111,690","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
996,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,302,19.01,5.57,24.58,단독(1인),남여공용,"2,000,000","117,900","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
997,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,303,28.36,8.31,36.67,단독(1인),남여공용,"2,000,000","182,560","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
998,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 78(도마동) ,304,35.51,10.4,45.91,단독(1인),남여공용,"2,000,000","224,720","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
999,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,101,18.13,5.31,23.44,단독(1인),남여공용,"2,000,000","105,650","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1000,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,102,19.01,5.57,24.58,단독(1인),남여공용,"2,000,000","111,500","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1001,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,103,33.64,9.87,43.51,단독(1인),남여공용,"2,000,000","201,270","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1002,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,201,18.13,5.31,23.44,단독(1인),남여공용,"2,000,000","111,740","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1003,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,202,19.01,5.57,24.58,단독(1인),남여공용,"2,000,000","117,950","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1004,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,203,28.36,8.31,36.67,단독(1인),남여공용,"2,000,000","182,640","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1005,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,204,35.51,10.4,45.91,단독(1인),남여공용,"2,000,000","224,810","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1006,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,301,18.13,5.31,23.44,단독(1인),남여공용,"2,000,000","111,740","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1007,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,302,19.01,5.57,24.58,단독(1인),남여공용,"2,000,000","117,950","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1008,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,303,28.36,8.31,36.67,단독(1인),남여공용,"2,000,000","182,640","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1009,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 조달청길 80(도마동) ,304,35.51,10.4,45.91,단독(1인),남여공용,"2,000,000","224,810","2.24.~3.2. (10:00~16:00) *주말제외
101호, 102호, 103호 개방",
1010,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 중반7길 56(변동) ,202,49.59,13.83,63.42,단독(1인),남여공용,"2,000,000","262,740","2.24.~3.2. (10:00~16:00) *주말제외
301호, 302호 개방",
1011,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 중반7길 56(변동) ,301,31.68,8.84,40.52,단독(1인),남여공용,"2,000,000","160,150","2.24.~3.2. (10:00~16:00) *주말제외
301호, 302호 개방",
1012,건축형,대전충남지역본부,주거복지사업1부,공공리모델링(대전서구),대전광역시 서구 중반7길 56(변동) ,302,49.59,13.83,63.42,단독(1인),남여공용,"2,000,000","257,530","2.24.~3.2. (10:00~16:00) *주말제외
301호, 302호 개방",
1013,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전대덕구),대전광역시 대덕구 계족로564번길 61-16(중리동) ,303,38.45,5.3,43.75,단독(1인),남여공용,"2,000,000","222,570",열람불가(계약전 주택개방),
1014,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,301,37.53,20.78,58.31,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1015,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,302,32.68,17.14,49.82,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1016,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,303,33.61,16.58,50.18,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1017,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,304,33.61,16.58,50.18,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1018,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,305,33.61,16.58,50.18,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1019,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,306,33.61,16.58,50.18,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1020,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,307,32.68,17.14,49.82,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1021,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,308,37.67,19.52,57.19,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1022,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,309,37.67,19.52,57.19,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1023,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,310,34.47,18.63,53.09,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1024,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,401,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1025,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,402,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1026,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,403,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1027,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,404,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1028,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,405,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1029,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,406,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1030,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,407,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1031,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,408,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1032,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,409,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1033,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,501,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1034,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,502,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1035,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,503,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1036,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,504,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1037,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,505,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1038,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,506,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1039,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,507,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1040,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,508,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1041,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,509,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1042,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,601,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1043,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,602,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1044,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,603,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1045,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,604,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1046,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,605,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1047,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,606,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1048,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,607,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1049,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,608,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1050,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,609,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1051,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,701,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1052,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,702,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1053,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,703,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1054,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,704,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1055,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,705,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1056,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,706,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1057,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,707,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1058,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,708,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1059,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,709,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1060,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,801,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1061,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,802,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1062,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,803,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1063,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,804,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1064,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,805,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1065,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,806,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1066,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,807,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1067,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,808,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1068,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,809,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1069,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,901,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1070,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,902,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1071,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,903,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1072,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,904,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1073,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,905,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1074,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,906,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1075,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,907,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1076,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,908,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1077,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,909,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1078,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1001,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1079,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1002,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1080,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1003,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,2.25.~2.28. (10:00~16:00),
1081,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1004,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1082,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1005,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1083,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1006,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1084,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1007,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1085,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1008,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1086,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1009,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1087,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1101,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1088,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1102,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1089,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1103,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1090,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1104,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1091,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1105,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1092,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1106,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1093,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1107,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1094,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1108,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1095,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1109,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1096,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1201,19.35,11.81,31.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1097,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1202,19.65,13.8,33.44,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1098,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1203,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1099,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1204,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1100,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1205,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
1101,건축형,대전충남지역본부,대전북부권주거복지지사,공공리모델링(대전유성구),대전광역시 유성구 계룡로74번길 12 더그린2차,1206,24.52,13.8,38.32,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
